"","hgnc_symbol","ensembl_gene_id","gene_biotype","chromosome_name","start_position","end_position","strand"
"19851","ACP5","ENSG00000102575","protein_coding","19",11574653,11579993,-1
"19852","ACSBG2","ENSG00000130377","protein_coding","19",6135247,6193094,1
"19853","ACSF2","ENSG00000167107","protein_coding","17",50426158,50474845,1
"19854","ACSF3","ENSG00000176715","protein_coding","16",89088375,89164121,1
"19855","ACTG1","ENSG00000291420","protein_coding","HG1369_PATCH",165618,180052,-1
"19856","ACTG1","ENSG00000184009","protein_coding","17",81509413,81523847,-1
"19857","ACTL9","ENSG00000181786","protein_coding","19",8697400,8698795,-1
"19858","ACTN4","ENSG00000282844","protein_coding","HG26_PATCH",57285,141225,1
"19859","ACTN4","ENSG00000130402","protein_coding","19",38647649,38731589,1
"19860","ADAD2","ENSG00000140955","protein_coding","16",84191138,84197168,1
"19861","ADAM11","ENSG00000073670","protein_coding","17",44758988,44781846,1
"19862","ADAMTS10","ENSG00000142303","protein_coding","19",8580240,8610735,-1
"19863","ADAMTS18","ENSG00000140873","protein_coding","16",77247813,77435034,-1
"19864","ADAMTSL5","ENSG00000185761","protein_coding","19",1505022,1513604,-1
"19865","ADAP2","ENSG00000184060","protein_coding","17",30906344,30959945,1
"19866","ADAT1","ENSG00000065457","protein_coding","16",75596868,75623300,-1
"19867","ADAT3","ENSG00000213638","protein_coding","19",1905399,1913447,1
"19868","ADCYAP1","ENSG00000141433","protein_coding","18",904871,912172,1
"19869","ADGRE1","ENSG00000174837","protein_coding","19",6887566,6940459,1
"19870","ADGRE2","ENSG00000127507","protein_coding","19",14732392,14778560,-1
"19871","ADGRE3","ENSG00000131355","protein_coding","19",14599080,14690027,-1
"19872","ADGRE5","ENSG00000123146","protein_coding","19",14380501,14408725,1
"19873","ADGRG1","ENSG00000205336","protein_coding","16",57610652,57665580,1
"19874","ADGRG3","ENSG00000182885","protein_coding","16",57668277,57689378,1
"19875","ADGRG5","ENSG00000159618","protein_coding","16",57542643,57591681,1
"19876","ADGRL1","ENSG00000288324","protein_coding","HG109_PATCH",359902,418346,-1
"19877","ADGRL1","ENSG00000072071","protein_coding","19",14147743,14206187,-1
"19878","ADNP2","ENSG00000101544","protein_coding","18",80109262,80147523,1
"19879","ADORA2B","ENSG00000170425","protein_coding","17",15945130,15975746,1
"19880","ADPRM","ENSG00000170222","protein_coding","17",10697594,10711558,1
"19881","AFG3L2","ENSG00000141385","protein_coding","18",12328944,12377227,-1
"19882","AFMID","ENSG00000183077","protein_coding","17",78187358,78207702,1
"19883","AGRP","ENSG00000159723","protein_coding","16",67482571,67483547,-1
"19884","AIPL1","ENSG00000129221","protein_coding","17",6393693,6435199,-1
"19885","AKAIN1","ENSG00000231824","protein_coding","18",5142911,5197503,-1
"19886","AKAP1","ENSG00000121057","protein_coding","17",57085092,57121346,1
"19887","AKAP10","ENSG00000108599","protein_coding","17",19904302,19978343,-1
"19888","AKAP8","ENSG00000105127","protein_coding","19",15353385,15379815,-1
"19889","AKAP8L","ENSG00000011243","protein_coding","19",15380050,15419141,-1
"19890","ALDH3A1","ENSG00000108602","protein_coding","17",19737984,19748943,-1
"19891","ALDH3A2","ENSG00000072210","protein_coding","17",19648136,19685760,1
"19892","ALDOC","ENSG00000109107","protein_coding","17",28573115,28576948,-1
"19893","ALKBH5","ENSG00000091542","protein_coding","17",18183078,18209954,1
"19894","ALKBH6","ENSG00000239382","protein_coding","19",36009120,36014239,-1
"19895","ALKBH7","ENSG00000125652","protein_coding","19",6372794,6375250,1
"19896","ALOX12","ENSG00000108839","protein_coding","17",6996049,7010754,1
"19897","ALOX12B","ENSG00000179477","protein_coding","17",8072636,8087716,-1
"19898","ALOX15","ENSG00000161905","protein_coding","17",4630919,4642294,-1
"19899","ALOX15B","ENSG00000179593","protein_coding","17",8039034,8049134,1
"19900","ALOXE3","ENSG00000179148","protein_coding","17",8095900,8119047,-1
"19901","ALPK2","ENSG00000198796","protein_coding","18",58481247,58629091,-1
"19902","ALYREF","ENSG00000183684","protein_coding","17",81887835,81891586,-1
"19903","AMH","ENSG00000104899","protein_coding","19",2249309,2252073,1
"19904","AMZ2","ENSG00000196704","protein_coding","17",68205481,68257712,1
"19905","ANAPC11","ENSG00000141552","protein_coding","17",81890790,81900991,1
"19906","ANGPTL4","ENSG00000167772","protein_coding","19",8363289,8374370,1
"19907","ANGPTL6","ENSG00000130812","protein_coding","19",10092338,10102678,-1
"19908","ANGPTL8","ENSG00000130173","protein_coding","19",11237502,11241943,1
"19909","ANKFN1","ENSG00000153930","protein_coding","17",55882301,56517016,1
"19910","ANKFY1","ENSG00000185722","protein_coding","17",4163821,4263995,-1
"19911","ANKLE1","ENSG00000160117","protein_coding","19",17281645,17287646,1
"19912","ANKRD11","ENSG00000167522","protein_coding","16",89267619,89490561,-1
"19913","ANKRD12","ENSG00000101745","protein_coding","18",9136228,9285985,1
"19914","ANKRD13B","ENSG00000198720","protein_coding","17",29589769,29614761,1
"19915","ANKRD24","ENSG00000089847","protein_coding","19",4182689,4224814,1
"19916","ANKRD27","ENSG00000105186","protein_coding","19",32597006,32676597,-1
"19917","ANKRD29","ENSG00000154065","protein_coding","18",23598926,23662911,-1
"19918","ANKRD30B","ENSG00000180777","protein_coding","18",14728272,14854667,1
"19919","ANKRD40","ENSG00000154945","protein_coding","17",50693198,50707914,-1
"19920","ANKRD40CL","ENSG00000167117","protein_coding","17",50761029,50767557,-1
"19921","ANKRD62","ENSG00000181626","protein_coding","18",12093843,12129764,1
"19922","ANO8","ENSG00000074855","protein_coding","19",17323223,17334855,-1
"19923","AOC2","ENSG00000131480","protein_coding","17",42844580,42850707,1
"19924","AOC3","ENSG00000131471","protein_coding","17",42851184,42858130,1
"19925","AP1G1","ENSG00000166747","protein_coding","16",71729000,71809201,-1
"19926","AP1M1","ENSG00000072958","protein_coding","19",16197854,16245906,1
"19927","AP1M2","ENSG00000129354","protein_coding","19",10572671,10587315,-1
"19928","AP2B1","ENSG00000006125","protein_coding","17",35578046,35726413,1
"19929","AP3D1","ENSG00000065000","protein_coding","19",2100988,2164468,-1
"19930","APBA3","ENSG00000011132","protein_coding","19",3750772,3761692,-1
"19931","APC2","ENSG00000115266","protein_coding","19",1446302,1473244,1
"19932","APCDD1","ENSG00000154856","protein_coding","18",10454635,10489949,1
"19933","APLP1","ENSG00000105290","protein_coding","19",35867899,35879803,1
"19934","APOH","ENSG00000091583","protein_coding","17",66212033,66256525,-1
"19935","APPBP2","ENSG00000062725","protein_coding","17",60443158,60526242,-1
"19936","APRT","ENSG00000198931","protein_coding","16",88809339,88811937,-1
"19937","AQP4","ENSG00000171885","protein_coding","18",26852043,26865771,-1
"19938","AQP4-AS1","ENSG00000260372","lncRNA","18",26655505,27190698,1
"19939","ARHGAP23","ENSG00000273780","protein_coding","HSCHR17_7_CTG4",2463728,2547694,1
"19940","ARHGAP23","ENSG00000275832","protein_coding","17",38419280,38512385,1
"19941","ARHGAP27","ENSG00000276836","protein_coding","HSCHR17_1_CTG5",84423,124856,-1
"19942","ARHGAP27","ENSG00000276907","protein_coding","HSCHR17_2_CTG5",84405,124926,-1
"19943","ARHGAP27","ENSG00000159314","protein_coding","17",45393902,45434421,-1
"19944","ARHGAP28","ENSG00000088756","protein_coding","18",6729716,6915716,1
"19945","ARHGAP33","ENSG00000004777","protein_coding","19",35774532,35788822,1
"19946","ARHGAP44","ENSG00000006740","protein_coding","17",12789498,12991643,1
"19947","ARHGAP45","ENSG00000180448","protein_coding","19",1065923,1086628,1
"19948","ARHGDIA","ENSG00000141522","protein_coding","17",81867719,81871378,-1
"19949","ARHGEF15","ENSG00000198844","protein_coding","17",8310241,8322514,1
"19950","ARHGEF18","ENSG00000104880","protein_coding","19",7348937,7472485,1
"19951","ARID3A","ENSG00000116017","protein_coding","19",925781,975939,1
"19952","ARL16","ENSG00000214087","protein_coding","17",81681165,81683797,-1
"19953","ARL17A","ENSG00000185829","protein_coding","17",46499780,46579695,-1
"19954","ARL17B","ENSG00000275748","protein_coding","HSCHR17_1_CTG5",389590,511415,1
"19955","ARL17B","ENSG00000276276","protein_coding","HSCHR17_2_CTG5",977173,1099388,-1
"19956","ARL17B","ENSG00000228696","protein_coding","17",46274184,46361766,-1
"19957","ARL2BP","ENSG00000102931","protein_coding","16",57245259,57253635,1
"19958","ARL4D","ENSG00000175906","protein_coding","17",43398993,43401137,1
"19959","ARL5C","ENSG00000141748","protein_coding","17",39156894,39167484,-1
"19960","ARLNC1","ENSG00000260896","lncRNA","16",80826074,80892682,-1
"19961","ARMC6","ENSG00000105676","protein_coding","19",19033575,19060311,1
"19962","ARMC7","ENSG00000125449","protein_coding","17",75109952,75130272,1
"19963","ARRB2","ENSG00000141480","protein_coding","17",4710596,4721499,1
"19964","ARRDC2","ENSG00000105643","protein_coding","19",18001132,18014102,1
"19965","ARRDC5","ENSG00000205784","protein_coding","19",4890437,4902948,-1
"19966","ARSG","ENSG00000141337","protein_coding","17",68259182,68422731,1
"19967","ASB16","ENSG00000161664","protein_coding","17",44170447,44179084,1
"19968","ASB16-AS1","ENSG00000267080","lncRNA","17",44157293,44187180,-1
"19969","ASF1B","ENSG00000288210","protein_coding","HG109_PATCH",331671,348772,-1
"19970","ASF1B","ENSG00000105011","protein_coding","19",14119512,14136613,-1
"19971","ASGR1","ENSG00000141505","protein_coding","17",7173431,7179564,-1
"19972","ASGR2","ENSG00000161944","protein_coding","17",7101322,7115700,-1
"19973","ASIC2","ENSG00000108684","protein_coding","17",33013087,34174964,-1
"19974","ASPA","ENSG00000108381","protein_coding","17",3472374,3503405,1
"19975","ASPSCR1","ENSG00000169696","protein_coding","17",81976807,82017406,1
"19976","ASXL3","ENSG00000141431","protein_coding","18",33578219,33751195,1
"19977","ATAD5","ENSG00000176208","protein_coding","17",30831966,30895869,1
"19978","ATCAY","ENSG00000167654","protein_coding","19",3879864,3928082,1
"19979","ATG4D","ENSG00000130734","protein_coding","19",10543895,10553418,1
"19980","ATMIN","ENSG00000291953","protein_coding","HG405_PATCH",84081,95589,1
"19981","ATMIN","ENSG00000166454","protein_coding","16",81035842,81047350,1
"19982","ATP13A1","ENSG00000105726","protein_coding","19",19645198,19663676,-1
"19983","ATP1B2","ENSG00000129244","protein_coding","17",7646627,7657770,1
"19984","ATP2A3","ENSG00000074370","protein_coding","17",3923868,3964464,-1
"19985","ATP2C2","ENSG00000064270","protein_coding","16",84368527,84464187,1
"19986","ATP2C2-AS1","ENSG00000261286","lncRNA","16",84459259,84467361,-1
"19987","ATP4A","ENSG00000105675","protein_coding","19",35550031,35563658,-1
"19988","ATP5F1A","ENSG00000152234","protein_coding","18",46080248,46104334,-1
"19989","ATP5F1D","ENSG00000099624","protein_coding","19",1241746,1244825,1
"19990","ATP5MC1","ENSG00000159199","protein_coding","17",48892765,48895871,1
"19991","ATP5PD","ENSG00000167863","protein_coding","17",75038863,75046985,-1
"19992","ATP6V0A1","ENSG00000033627","protein_coding","17",42458844,42522582,1
"19993","ATP6V0D1","ENSG00000159720","protein_coding","16",67438014,67481181,-1
"19994","ATP8B1","ENSG00000081923","protein_coding","18",57646426,57803315,-1
"19995","ATP8B3","ENSG00000130270","protein_coding","19",1782075,1812276,-1
"19996","ATP9B","ENSG00000166377","protein_coding","18",79069285,79378287,1
"19997","ATP9B","ENSG00000282266","protein_coding","HSCHR18_ALT2_CTG2_1",137998,156391,1
"19998","ATP9B","ENSG00000274273","protein_coding","HSCHR18_2_CTG2_1",139952,140079,1
"19999","ATPAF2","ENSG00000171953","protein_coding","17",17977409,18039209,-1
"20000","ATXN1L","ENSG00000224470","protein_coding","16",71808439,71885268,1
"20001","ATXN7L3","ENSG00000087152","protein_coding","17",44191805,44200113,-1
"20002","AURKB","ENSG00000178999","protein_coding","17",8204733,8210600,-1
"20003","AXIN2","ENSG00000168646","protein_coding","17",65528563,65561648,-1
"20004","AZU1","ENSG00000278624","protein_coding","HSCHR19_5_CTG2",3940,10861,1
"20005","AZU1","ENSG00000172232","protein_coding","19",825097,832018,1
"20006","B3GNT3","ENSG00000179913","protein_coding","19",17794828,17813576,1
"20007","B3GNT9","ENSG00000237172","protein_coding","16",67148104,67150998,-1
"20008","B3GNTL1","ENSG00000277033","protein_coding","HSCHR17_1_CTG9",51111,159270,1
"20009","B3GNTL1","ENSG00000175711","protein_coding","17",82942149,83051809,-1
"20010","B4GALNT2","ENSG00000167080","protein_coding","17",49132460,49176840,1
"20011","B4GALT6","ENSG00000118276","protein_coding","18",31622246,31685836,-1
"20012","B9D1","ENSG00000108641","protein_coding","17",19334308,19378193,-1
"20013","BABAM1","ENSG00000105393","protein_coding","19",17267376,17281249,1
"20014","BAHCC1","ENSG00000291421","protein_coding","HG1369_PATCH",50095,122536,1
"20015","BAHCC1","ENSG00000266074","protein_coding","17",81395457,81466331,1
"20016","BAIAP2","ENSG00000175866","protein_coding","17",81035122,81117434,1
"20017","BAIAP2-DT","ENSG00000226137","lncRNA","17",81017969,81034881,-1
"20018","BANP","ENSG00000172530","protein_coding","16",87949244,88077318,1
"20019","BBS2","ENSG00000125124","protein_coding","16",56465640,56582667,-1
"20020","BCAR1","ENSG00000050820","protein_coding","16",75228181,75268053,-1
"20021","BCAS3","ENSG00000141376","protein_coding","17",60677453,61392838,1
"20022","BCL2","ENSG00000171791","protein_coding","18",63123346,63320128,-1
"20023","BCL6B","ENSG00000161940","protein_coding","17",7023050,7030290,1
"20024","BCO1","ENSG00000135697","protein_coding","16",81238689,81291142,1
"20025","BEAN1","ENSG00000166546","protein_coding","16",66427295,66493529,1
"20026","BEAN1-AS1","ENSG00000261656","lncRNA","16",66469796,66481230,-1
"20027","BECN1","ENSG00000126581","protein_coding","17",42810134,42833350,-1
"20028","BEST2","ENSG00000039987","protein_coding","19",12751702,12758458,1
"20029","BHLHA9","ENSG00000205899","protein_coding","17",1270444,1271815,1
"20030","BIRC5","ENSG00000089685","protein_coding","17",78214186,78225636,1
"20031","BISPR","ENSG00000282851","lncRNA","19",17405686,17419324,1
"20032","BLMH","ENSG00000108578","protein_coding","17",30248203,30292056,-1
"20033","BOD1L2","ENSG00000228075","protein_coding","18",57147087,57150410,1
"20034","BORCS6","ENSG00000196544","protein_coding","17",8188345,8190180,-1
"20035","BORCS8","ENSG00000254901","protein_coding","19",19176903,19192591,-1
"20036","BPTF","ENSG00000171634","protein_coding","17",67825503,67984378,1
"20037","BRCA1","ENSG00000012048","protein_coding","17",43044295,43170245,-1
"20038","BRD4","ENSG00000141867","protein_coding","19",15235519,15332545,-1
"20039","BRIP1","ENSG00000136492","protein_coding","17",61679139,61863559,-1
"20040","BSG","ENSG00000172270","protein_coding","19",571277,583494,1
"20041","BST2","ENSG00000130303","protein_coding","19",17402939,17405630,-1
"20042","BTBD17","ENSG00000204347","protein_coding","17",74356416,74361868,-1
"20043","BTBD2","ENSG00000133243","protein_coding","19",1985438,2034881,-1
"20044","C16orf46","ENSG00000291963","protein_coding","HG405_PATCH",101736,125506,-1
"20045","C16orf46","ENSG00000166455","protein_coding","16",81053497,81077267,-1
"20046","C16orf74","ENSG00000154102","protein_coding","16",85690084,85751129,-1
"20047","C16orf86","ENSG00000159761","protein_coding","16",67666814,67668757,1
"20048","C16orf95","ENSG00000260456","protein_coding","16",87083562,87317420,-1
"20049","C17orf100","ENSG00000256806","protein_coding","17",6651762,6693202,1
"20050","C17orf107","ENSG00000205710","protein_coding","17",4899418,4902934,1
"20051","C17orf113","ENSG00000267221","protein_coding","17",42038232,42050601,-1
"20052","C17orf49","ENSG00000258315","protein_coding","17",7014495,7017525,1
"20053","C17orf50","ENSG00000270806","protein_coding","17",35760887,35765079,1
"20054","C17orf58","ENSG00000186665","protein_coding","17",67991099,67996469,-1
"20055","C17orf67","ENSG00000214226","protein_coding","17",56791913,56838773,-1
"20056","C17orf75","ENSG00000108666","protein_coding","17",32324565,32350023,-1
"20057","C17orf78","ENSG00000278145","protein_coding","HSCHR17_7_CTG4",1611993,1628727,1
"20058","C17orf78","ENSG00000278505","protein_coding","17",37375985,37392708,1
"20059","C17orf99","ENSG00000187997","protein_coding","17",78146385,78166297,1
"20060","C18orf21","ENSG00000141428","protein_coding","18",35972625,35979286,1
"20061","C18orf32","ENSG00000177576","protein_coding","18",49477243,49487252,-1
"20062","C18orf54","ENSG00000166845","protein_coding","18",54357906,54385218,1
"20063","C18orf63","ENSG00000206043","protein_coding","18",74315839,74359189,1
"20064","C19orf12","ENSG00000131943","protein_coding","19",29698937,29715789,-1
"20065","C19orf25","ENSG00000119559","protein_coding","19",1461143,1479219,-1
"20066","C19orf33","ENSG00000167644","protein_coding","19",38304164,38305006,1
"20067","C19orf38","ENSG00000214212","protein_coding","19",10836575,10869790,1
"20068","C19orf44","ENSG00000105072","protein_coding","19",16496394,16521352,1
"20069","C19orf53","ENSG00000104979","protein_coding","19",13774456,13778773,1
"20070","C19orf67","ENSG00000288239","protein_coding","HG109_PATCH",293465,297716,-1
"20071","C19orf67","ENSG00000188032","protein_coding","19",14081624,14085875,-1
"20072","C1QBP","ENSG00000108561","protein_coding","17",5432777,5448830,-1
"20073","C1QL1","ENSG00000131094","protein_coding","17",44959693,44968303,-1
"20074","C1QTNF1","ENSG00000173918","protein_coding","17",79022814,79049788,1
"20075","C1QTNF1-AS1","ENSG00000265096","lncRNA","17",79018131,79027673,-1
"20076","C2CD4C","ENSG00000183186","protein_coding","19",405445,409147,-1
"20077","C3","ENSG00000125730","protein_coding","19",6677704,6730562,-1
"20078","CA10","ENSG00000154975","protein_coding","17",51630313,52160017,-1
"20079","CA4","ENSG00000167434","protein_coding","17",60149942,60170899,1
"20080","CA5A","ENSG00000174990","protein_coding","16",87881546,87936580,-1
"20081","CA7","ENSG00000168748","protein_coding","16",66844414,66854153,1
"20082","CABLES1","ENSG00000134508","protein_coding","18",23134564,23260470,1
"20083","CABYR","ENSG00000154040","protein_coding","18",24138987,24161600,1
